sample,psnr_all,ssim_all,mae_all,rmse_all,lpips_all,psnr_shadow,ssim_shadow,mae_shadow,rmse_shadow,lpips_shadow,psnr_nonshadow,ssim_nonshadow,mae_nonshadow,rmse_nonshadow,lpips_nonshadow
535_0.jpg,41.23416219750006,0.9752469,0.7182306,1.1348678,0.03488580137491226,30.748613,0.7489242553710938,3.4461298,3.1998425730167135,0.007293271832168102,48.747086,0.9944443106651306,0.49783748,0.7514970066212071,0.0006198636838234961
87_0.jpg,36.779359181346614,0.9755246,1.7281592,2.188946,0.02489527314901352,25.39721,0.688089907169342,5.337425,6.09317957074031,0.0066715446300804615,41.88618,0.9917646646499634,1.5323796,1.7428421019796714,0.0016285699093714356
