epoch,psnr_shadow,ssim_shadow,lpips_shadow,mae_shadow,rmse_shadow,psnr_nonshadow,ssim_nonshadow,lpips_nonshadow,mae_nonshadow,rmse_nonshadow,psnr_all,ssim_all,lpips_all,mae_all,rmse_all
3,23.31497841929104,0.6318546062041286,0.03677448674055825,9.600221096575567,8.746171292504558,38.846894589868576,0.980381260455133,0.01225951371047025,1.2679551119047079,1.4288011458758283,34.95554525396327,0.9642635745207468,0.036953595045333104,1.623962709903717,2.2632021017869315
6,24.468012562821503,0.670655088218828,0.03377535282398051,8.127599294241444,7.829539288180461,39.239713586434924,0.9833078178612401,0.009197923140988374,1.1842604784757904,1.3590160061970065,35.656363017527205,0.9687217118740081,0.03080995314568281,1.4814086515108744,2.092853103240331
9,24.768517604784375,0.6884173009323314,0.03312430080308976,7.788390186084483,7.615597239562674,40.39320663402288,0.9857404648895689,0.00636236689852861,1.044276141795864,1.235669348922427,36.27994490225558,0.971804069519043,0.026328814883716405,1.3358713318109512,1.9874325667222341
12,23.49419780444654,0.6179312902702909,0.03485872258771504,9.93913070128245,8.795953214842715,40.43458216453083,0.985382701367541,0.00551350548157158,1.0210997280747027,1.2215031587342164,35.775515604674865,0.9686456679503123,0.026336729758574318,1.3858992288510004,2.1126383725007374
15,25.346966399914553,0.7056426231669813,0.032893314630171006,7.344381629888953,7.219534927570397,41.25942184172966,0.9876651323550246,0.004083712342971315,0.9309033421536567,1.1470472721364515,37.06638372224139,0.9744905010064443,0.022216665372252465,1.203072509765625,1.8533902948300043
